Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
George Sherrill,2010,Dodgers,2,2,65,0,0,36.1,46,4,24,25,28,0,4,0,27,1,7,4,0,180,1,0.99,5.94,6.19,1.04,0.6,39.8,8.2,65.8,6.69,0.333,5.2,1.93,-1.92,-0.5,1.0,1200000.0,1200000.0
Grant Balfour,2010,Rays,2,1,57,0,0,55.1,43,3,17,56,16,0,1,1,14,0,16,2,0,222,4,0.49,2.77,9.11,3.29,17.6,30.6,4.1,78.9,2.28,0.274,2.68,1.08,1.93,1.2,2.0,8100000.0,4050000.0
Hideki Okajima,2010,Red Sox,4,4,56,0,0,46.0,59,6,20,33,24,0,4,0,23,0,11,5,0,213,2,1.17,3.91,6.46,1.65,6.1,34.9,9.4,77.9,4.5,0.344,4.64,1.72,-1.44,0.1,1.0,1750000.0,1750000.0
Hiroki Kuroda,2010,Dodgers,11,13,31,31,0,196.1,180,15,48,159,87,0,0,0,74,5,0,13,0,810,12,0.69,2.2,7.29,3.31,13.7,51.1,8.0,68.9,3.39,0.28300000000000003,3.26,1.16,0.59,4.3,1.0,12000000.0,12000000.0
J.C. Romero,2010,Phillies,1,0,60,0,0,36.2,30,3,29,28,17,3,3,1,15,5,9,7,0,171,0,0.74,7.12,6.87,0.97,-0.6,61.3,10.7,78.6,3.68,0.255,5.4,1.61,-0.26,-0.5,1.0,1350000.0,1350000.0
J.J. Putz,2010,White Sox,7,5,60,0,0,54.0,41,4,15,65,18,3,4,0,17,1,14,2,0,219,4,0.67,2.5,10.83,4.33,22.8,48.5,7.7,75.9,2.83,0.276,2.52,1.04,-0.6,1.5,2.0,10000000.0,5000000.0
Jake Westbrook,2010,Cardinals,10,11,33,33,1,202.2,203,20,68,128,99,0,0,0,95,8,0,4,0,860,8,0.89,3.02,5.68,1.88,7.0,56.4,11.7,71.7,4.22,0.28800000000000003,4.22,1.34,-0.87,1.8,2.0,16500000.0,8250000.0
Jason Frasor,2010,Blue Jays,3,4,69,0,0,63.2,61,4,27,65,30,4,4,0,26,4,14,6,0,279,5,0.57,3.82,9.19,2.41,13.6,46.4,6.3,71.8,3.68,0.318,3.31,1.38,-0.21,0.9,1.0,3500000.0,3500000.0
Javier Vazquez,2010,Yankees,10,10,31,26,0,157.1,155,32,65,121,96,0,0,0,93,7,1,4,0,683,8,1.83,3.72,6.92,1.86,8.2,35.5,14.0,71.9,5.32,0.269,5.56,1.4,-1.64,0.0,1.0,7000000.0,7000000.0
Jeff Francis,2010,Rockies,4,6,20,19,0,104.1,119,11,23,67,61,0,0,0,58,2,0,3,0,441,1,0.95,1.98,5.78,2.91,10.0,47.0,10.1,64.5,5.0,0.32,3.88,1.36,-0.81,1.6,1.0,2000000.0,2000000.0
Jeremy Accardo,2010,Blue Jays,0,1,5,0,0,6.2,12,0,3,3,6,0,1,0,6,1,0,0,0,34,2,0.0,4.05,4.05,1.0,0.0,44.4,0.0,62.5,8.1,0.444,3.98,2.25,-0.43,0.0,1.0,1080000.0,1080000.0
Jesse Crain,2010,Twins,1,1,71,0,0,68.0,53,5,27,62,27,1,3,0,23,1,21,4,0,278,3,0.66,3.57,8.21,2.3,12.6,39.2,6.3,73.0,3.04,0.262,3.45,1.18,1.41,0.7,3.0,13000000.0,4333333.333333333
Joaquin Benoit,2010,Rays,1,2,63,0,0,60.1,30,6,11,75,10,1,3,0,9,0,25,1,0,217,1,0.9,1.64,11.19,6.82,29.5,38.9,9.4,95.1,1.34,0.192,2.43,0.68,1.87,1.6,3.0,16500000.0,5500000.0
Joel Peralta,2010,Nationals,1,0,39,0,0,49.0,30,5,9,49,12,0,2,0,11,1,9,4,0,189,0,0.92,1.65,9.0,5.44,21.2,26.2,7.1,84.9,2.02,0.2,3.02,0.8,1.45,0.8,1.0,950000.0,950000.0
Jon Garland,2010,Padres,14,12,33,33,0,200.0,176,20,87,136,86,0,0,0,77,6,0,9,0,837,6,0.9,3.92,6.12,1.56,5.9,51.9,11.0,75.9,3.47,0.265,4.41,1.32,0.4,1.1,1.0,5000000.0,5000000.0
Jon Rauch,2010,Twins,3,1,59,0,0,57.2,61,3,14,46,20,21,4,0,20,1,2,0,0,245,1,0.47,2.18,7.18,3.29,13.1,37.7,3.7,78.0,3.12,0.32,2.94,1.3,0.99,1.3,1.0,3500000.0,3500000.0
Jose Contreras,2010,Phillies,6,4,67,0,0,56.2,53,5,16,57,22,4,1,0,21,4,13,2,0,233,0,0.79,2.54,9.05,3.56,17.6,44.7,9.3,77.3,3.34,0.318,3.27,1.22,0.78,0.6,2.0,5500000.0,2750000.0
Justin Duchscherer,2010,Athletics,2,1,5,5,0,28.0,26,3,12,18,11,0,0,0,9,1,0,0,0,116,2,0.96,3.86,5.79,1.5,5.2,46.4,10.0,80.5,2.89,0.28,4.58,1.36,0.25,0.1,1.0,700000.0,700000.0
Kerry Wood,2010,Cubs,3,4,47,0,0,46.0,35,4,29,49,17,8,4,1,16,3,11,4,0,201,5,0.78,5.67,9.59,1.69,10.0,39.0,7.8,81.4,3.13,0.267,4.17,1.39,-0.54,0.1,1.0,1500000.0,1500000.0
Kevin Correia,2010,Padres,10,10,28,26,0,145.0,152,20,64,115,89,0,0,0,87,5,0,6,0,641,3,1.24,3.97,7.14,1.8,8.0,48.9,14.8,68.4,5.4,0.302,4.71,1.49,-1.18,0.2,2.0,8000000.0,4000000.0
Kevin Gregg,2010,Blue Jays,2,6,63,0,0,59.0,52,4,30,58,24,37,6,0,23,1,3,1,0,254,3,0.61,4.58,8.85,1.93,11.0,42.3,6.1,76.2,3.51,0.298,3.57,1.39,-0.96,0.8,2.0,10000000.0,5000000.0
Koji Uehara,2010,Orioles,1,2,43,0,0,44.0,37,5,5,55,15,13,2,0,14,0,6,0,0,174,1,1.02,1.02,11.25,11.0,28.7,23.6,7.8,77.1,2.86,0.294,2.4,0.95,1.29,1.4,1.0,3000000.0,3000000.0
Kyle Farnsworth,2010,Rays,3,2,60,0,0,64.2,55,4,19,61,25,0,3,0,24,4,9,1,0,267,3,0.56,2.64,8.49,3.21,15.7,41.3,6.2,73.2,3.34,0.285,3.06,1.14,-0.2,0.8,1.0,3250000.0,3250000.0
Mariano Rivera,2010,Yankees,3,3,61,0,0,60.0,39,2,11,45,14,33,5,0,12,5,0,3,0,230,0,0.3,1.65,6.75,4.09,14.8,51.2,3.6,78.5,1.8,0.222,2.81,0.83,2.01,1.7,2.0,30000000.0,15000000.0
Matt Albers,2010,Orioles,5,3,62,0,0,75.2,78,6,34,49,41,0,2,0,38,2,7,5,0,329,2,0.71,4.04,5.83,1.44,4.6,56.3,8.6,69.1,4.52,0.303,4.24,1.48,0.33,0.1,1.0,875000.0,875000.0
Matt Guerrier,2010,Twins,5,7,74,0,0,71.0,56,7,22,42,28,1,6,0,25,3,23,1,0,286,2,0.89,2.79,5.32,1.91,7.0,46.5,8.5,74.4,3.17,0.231,4.23,1.1,0.56,0.1,3.0,12000000.0,4000000.0
Octavio Dotel,2010,Blue Jays,3,4,68,0,0,64.0,52,9,32,75,32,22,6,0,29,3,4,5,0,279,8,1.27,4.5,10.55,2.34,15.4,31.7,10.1,73.9,4.08,0.269,4.2,1.31,-0.85,0.1,1.0,3500000.0,3500000.0
Pedro Feliciano,2010,Mets,3,6,92,0,0,62.2,66,1,30,56,24,0,1,0,23,6,23,6,0,280,1,0.14,4.31,8.04,1.87,9.3,56.0,2.6,77.5,3.3,0.348,3.22,1.53,0.53,0.7,2.0,8000000.0,4000000.0
Rafael Soriano,2010,Rays,3,2,64,0,0,62.1,36,4,14,57,14,45,3,0,12,1,0,2,0,237,0,0.58,2.02,8.23,4.07,18.1,32.5,4.8,81.5,1.73,0.199,2.81,0.8,4.09,1.8,3.0,35000000.0,11666666.666666664
Randy Choate,2010,Rays,4,3,85,0,0,44.2,41,3,17,40,23,0,2,0,21,3,18,5,0,187,4,0.6,3.43,8.06,2.35,12.3,60.2,10.0,66.9,4.23,0.306,3.5,1.3,0.11,0.4,2.0,2500000.0,1250000.0
Ryan Rowland-Smith,2010,Mariners,1,10,27,20,0,109.1,141,25,44,49,94,0,0,0,82,7,0,2,0,510,7,2.06,3.62,4.03,1.11,1.0,37.1,14.0,62.4,6.75,0.301,6.55,1.69,-4.02,-1.7,1.0,725000.0,725000.0
Scott Downs,2010,Blue Jays,5,5,67,0,0,61.1,47,3,14,48,19,0,2,0,18,4,26,3,0,241,1,0.44,2.05,7.04,3.43,14.1,57.8,6.0,75.7,2.64,0.256,3.03,0.99,1.44,1.1,3.0,15000000.0,5000000.0
Sean Green,2010,Mets,0,0,11,0,0,9.1,7,1,8,12,6,0,0,0,4,4,2,3,0,48,0,0.96,7.71,11.57,1.5,8.3,73.9,20.0,73.9,3.86,0.261,5.76,1.61,0.19,-0.2,1.0,875000.0,875000.0
Taylor Buchholz,2010,Mets,1,0,9,0,0,12.0,10,2,6,9,5,0,0,0,5,0,0,0,0,49,0,1.5,4.5,6.75,1.5,6.1,36.4,11.8,83.3,3.75,0.25,5.25,1.33,0.06,-0.1,1.0,600000.0,600000.0
Todd Coffey,2010,Brewers,2,4,69,0,0,62.1,65,8,23,56,40,0,2,0,33,3,13,5,0,274,6,1.16,3.32,8.09,2.43,12.0,47.6,11.9,63.9,4.76,0.31,4.2,1.41,-0.92,0.2,1.0,1350000.0,1350000.0
Vicente Padilla,2010,Dodgers,6,5,16,16,1,95.0,79,14,24,84,46,0,0,1,43,7,0,4,1,389,0,1.33,2.27,7.96,3.5,15.4,39.8,12.4,70.8,4.07,0.25,4.2,1.08,-0.18,0.8,1.0,2000000.0,2000000.0
Will Ohman,2010,White Sox,0,2,68,0,0,42.0,40,4,23,43,18,0,1,0,15,1,18,5,0,186,3,0.86,4.93,9.21,1.87,10.8,46.1,8.7,78.8,3.21,0.313,3.98,1.5,-0.38,0.2,2.0,4000000.0,2000000.0
Aaron Harang,2011,Padres,14,7,28,28,0,170.2,175,20,58,124,73,0,0,0,69,3,0,4,0,719,3,1.05,3.06,6.54,2.14,9.2,40.6,9.4,78.4,3.64,0.302,4.17,1.37,0.9,1.2,2.0,12000000.0,6000000.0
Bartolo Colon,2011,Yankees,8,10,29,26,1,164.1,172,21,40,135,85,0,0,0,73,3,0,3,1,694,0,1.15,2.19,7.39,3.38,13.7,44.2,11.4,70.0,4.0,0.305,3.83,1.29,0.39,2.7,1.0,900000.0,900000.0
Brad Lidge,2011,Phillies,0,2,25,0,0,19.1,16,0,13,23,3,1,0,0,3,1,8,3,0,86,2,0.0,6.05,10.71,1.77,11.6,57.4,0.0,90.0,1.4,0.327,2.82,1.5,0.37,0.3,1.0,1000000.0,1000000.0
Bruce Chen,2011,Royals,12,8,25,25,1,155.0,152,18,50,97,71,0,0,0,65,7,0,2,0,654,2,1.05,2.9,5.63,1.94,7.2,34.6,8.1,75.1,3.77,0.278,4.39,1.3,1.03,1.5,2.0,9000000.0,4500000.0
C.J. Wilson,2011,Rangers,16,7,34,34,3,223.1,191,16,74,206,89,0,0,0,73,10,0,0,1,915,6,0.64,2.98,8.3,2.78,14.4,49.3,8.2,73.6,2.94,0.287,3.24,1.19,2.35,4.9,5.0,77500000.0,15500000.0
Chad Qualls,2011,Padres,6,8,77,0,0,74.1,73,7,20,43,30,0,5,0,29,0,22,5,0,306,4,0.85,2.42,5.21,2.15,7.5,56.6,11.3,75.7,3.51,0.28,3.9,1.25,-0.63,-0.1,1.0,1150000.0,1150000.0
Chien-Ming Wang,2011,Nationals,4,3,11,11,0,62.1,67,8,13,25,35,0,0,0,28,1,0,0,0,264,2,1.16,1.88,3.61,1.92,4.6,53.4,12.7,65.9,4.04,0.272,4.57,1.28,-0.24,0.2,1.0,4000000.0,4000000.0
Chris Capuano,2011,Mets,11,12,33,31,1,186.0,198,27,53,168,99,0,0,0,94,5,1,5,1,802,4,1.31,2.56,8.13,3.17,14.3,42.7,12.0,72.0,4.55,0.311,4.04,1.35,-2.25,1.9,2.0,10000000.0,5000000.0
Clay Hensley,2011,Marlins,6,7,37,9,0,67.2,62,9,30,46,41,0,2,0,39,4,8,1,0,297,0,1.2,3.99,6.12,1.53,5.4,45.5,10.7,66.0,5.19,0.255,4.9,1.36,-0.9,-0.1,1.0,750000.0,750000.0
Darren Oliver,2011,Rangers,5,5,61,0,0,51.0,47,3,11,44,17,2,4,1,13,1,16,1,0,215,0,0.53,1.94,7.76,4.0,15.4,37.9,6.0,76.6,2.29,0.282,2.77,1.14,-0.46,1.2,1.0,4000000.0,4000000.0
Dontrelle Willis,2011,Reds,1,6,13,13,0,75.2,78,6,37,57,42,0,0,0,42,2,0,2,0,334,8,0.71,4.4,6.78,1.54,6.0,54.5,9.8,69.1,5.0,0.31,4.1,1.52,-0.99,0.8,1.0,850000.0,850000.0
Erik Bedard,2011,Pirates,5,9,24,24,0,129.1,118,14,48,125,63,0,0,0,52,1,0,0,0,541,5,0.97,3.34,8.7,2.6,14.2,42.0,10.2,70.6,3.62,0.295,3.64,1.28,-0.45,2.0,1.0,4500000.0,4500000.0
Fernando Rodney,2011,Angels,3,5,39,0,0,32.0,26,1,28,26,18,3,4,0,16,3,10,0,0,150,2,0.28,7.88,7.31,0.93,-1.3,58.4,5.0,70.1,4.5,0.272,4.71,1.69,-1.85,-0.4,1.0,2000000.0,2000000.0
Francisco Cordero,2011,Reds,5,3,68,0,0,69.2,49,6,22,42,20,37,6,1,19,3,0,0,0,274,4,0.78,2.84,5.43,1.91,7.3,50.0,8.7,82.3,2.45,0.214,4.02,1.02,1.87,0.1,1.0,4500000.0,4500000.0
Frank Francisco,2011,Blue Jays,1,4,54,0,0,50.2,49,7,18,53,21,17,4,0,20,0,2,2,0,218,2,1.24,3.2,9.41,2.94,16.1,38.6,12.7,80.4,3.55,0.3,3.8,1.32,0.22,0.4,2.0,12000000.0,6000000.0
Freddy Garcia,2011,Yankees,12,8,26,25,0,146.2,152,16,45,96,63,0,0,0,59,3,0,5,0,626,4,0.98,2.76,5.89,2.13,8.2,36.4,8.2,77.1,3.62,0.292,4.12,1.34,0.86,2.1,1.0,4000000.0,4000000.0
George Sherrill,2011,Braves,3,1,51,0,0,36.0,33,3,12,38,12,0,1,0,12,1,7,1,0,149,1,0.75,3.0,9.5,3.17,17.5,45.2,9.7,81.3,3.0,0.316,3.08,1.25,0.5,0.4,1.0,1100000.0,1100000.0
Guillermo Mota,2011,Giants,2,2,52,0,0,80.1,71,10,30,77,34,1,1,1,34,2,4,4,0,333,1,1.12,3.36,8.63,2.57,14.1,40.8,11.8,77.5,3.81,0.285,3.92,1.26,0.08,0.1,1.0,1000000.0,1000000.0
Heath Bell,2011,Padres,3,4,64,0,0,62.2,51,4,21,51,20,43,5,0,17,0,0,2,0,256,8,0.57,3.02,7.32,2.43,11.7,43.3,6.3,78.3,2.44,0.261,3.23,1.15,1.82,0.7,3.0,27000000.0,9000000.0
Hiroki Kuroda,2011,Dodgers,13,16,32,32,0,202.0,196,24,49,161,77,0,0,1,69,5,0,6,0,838,12,1.07,2.18,7.17,3.29,13.4,43.2,11.3,79.9,3.07,0.287,3.78,1.21,0.83,2.7,1.0,10000000.0,10000000.0
J.C. Romero,2011,Cardinals,1,0,36,0,0,24.2,28,1,15,19,14,0,0,0,11,1,3,2,0,116,0,0.36,5.47,6.93,1.27,3.5,54.4,4.0,70.4,4.01,0.338,3.96,1.74,-0.43,0.1,1.0,750000.0,750000.0
Jason Marquis,2011,Twins,8,6,23,23,1,132.0,154,11,43,76,74,0,0,0,65,5,0,1,1,587,1,0.75,2.93,5.18,1.77,5.6,55.1,9.9,68.6,4.43,0.316,4.05,1.49,-0.38,1.2,1.0,3000000.0,3000000.0
Joe Nathan,2011,Twins,2,1,48,0,0,44.2,38,7,14,43,26,14,3,0,24,3,8,2,0,191,3,1.41,2.82,8.66,3.07,15.2,34.9,11.5,64.2,4.84,0.25,4.28,1.16,0.55,-0.1,2.0,14500000.0,7250000.0
Joe Saunders,2011,Diamondbacks,12,13,33,33,1,212.0,210,29,67,108,94,0,0,0,87,3,0,4,0,874,3,1.23,2.84,4.58,1.61,4.7,44.5,12.4,77.7,3.69,0.271,4.78,1.31,1.49,0.5,1.0,6000000.0,6000000.0
Jon Rauch,2011,Blue Jays,5,4,53,0,0,52.0,56,11,14,36,28,11,5,0,28,1,4,1,0,225,2,1.9,2.42,6.23,2.57,9.8,34.5,12.9,77.3,4.85,0.276,5.26,1.35,-0.53,-0.6,1.0,3500000.0,3500000.0
Jonathan Broxton,2011,Dodgers,1,2,14,0,0,12.2,15,2,9,10,10,7,1,0,8,0,0,2,0,62,0,1.42,6.39,7.11,1.11,1.6,41.9,18.2,66.0,5.68,0.317,5.63,1.89,-0.65,-0.3,1.0,4000000.0,4000000.0
Jonathan Papelbon,2011,Red Sox,4,1,63,0,0,64.1,50,3,10,87,22,31,3,0,21,3,0,1,0,255,1,0.42,1.4,12.17,8.7,30.2,37.5,4.8,69.7,2.94,0.309,1.53,0.93,3.26,3.0,4.0,50000058.0,12500014.5
Jose Mijares,2011,Twins,0,2,58,0,0,49.0,53,4,30,30,31,0,2,0,25,3,10,2,0,228,1,0.73,5.51,5.51,1.0,0.0,31.1,5.2,68.4,4.59,0.304,4.88,1.69,-0.17,-0.3,1.0,925000.0,925000.0
Kerry Wood,2011,Cubs,3,5,55,0,0,51.0,45,5,21,57,23,1,6,0,19,5,21,2,0,224,5,0.88,3.71,10.06,2.71,16.1,35.8,8.1,75.0,3.35,0.294,3.59,1.29,-1.04,0.4,1.0,3000000.0,3000000.0
LaTroy Hawkins,2011,Brewers,3,1,52,0,0,48.1,50,1,10,28,15,0,0,0,13,0,20,1,0,204,2,0.19,1.86,5.21,2.8,8.8,61.7,2.8,76.8,2.42,0.297,2.76,1.24,1.45,0.8,1.0,3000000.0,3000000.0
Mark Buehrle,2011,White Sox,13,9,31,31,0,205.1,221,21,45,109,93,0,0,0,82,2,0,3,0,858,1,0.92,1.97,4.78,2.42,7.5,44.9,8.6,73.3,3.59,0.294,3.98,1.3,2.22,3.3,4.0,58000000.0,14500000.0
Matt Capps,2011,Twins,4,7,69,0,0,65.2,66,10,13,34,31,15,9,0,31,4,7,1,0,274,1,1.37,1.78,4.66,2.62,7.7,41.6,11.1,75.4,4.25,0.263,4.75,1.2,-1.0,-0.4,1.0,4750000.0,4750000.0
Micah Owings,2011,Diamondbacks,8,0,33,4,0,63.0,56,8,23,44,27,0,0,0,25,2,3,0,0,263,3,1.14,3.29,6.29,1.91,8.0,38.0,9.4,77.4,3.57,0.258,4.47,1.25,0.1,0.0,1.0,1000000.0,1000000.0
Mike MacDougal,2011,Dodgers,3,1,69,0,0,57.0,54,3,29,41,16,1,1,0,13,3,14,3,0,247,3,0.47,4.58,6.47,1.41,4.9,60.9,8.8,85.6,2.05,0.298,3.96,1.46,1.63,-0.1,1.0,1000000.0,1000000.0
Octavio Dotel,2011,Tigers,5,4,65,0,0,54.0,36,6,17,62,23,3,0,0,21,2,9,2,0,218,1,1.0,2.83,10.33,3.65,20.6,30.1,9.0,68.7,3.5,0.229,3.23,0.98,1.15,0.8,1.0,3500000.0,3500000.0
Paul Maholm,2011,Pirates,6,14,26,26,1,162.1,160,11,50,97,72,0,0,0,66,8,0,6,1,687,3,0.61,2.77,5.38,1.94,6.8,49.9,7.5,72.1,3.66,0.28600000000000003,3.78,1.29,-0.02,1.9,1.0,4750000.0,4750000.0
Ryan Madson,2011,Phillies,4,2,62,0,0,60.2,54,2,16,62,16,32,2,0,16,1,3,8,0,246,0,0.3,2.37,9.2,3.88,18.7,48.8,3.7,80.7,2.37,0.315,2.25,1.15,2.61,1.7,1.0,8500000.0,8500000.0
Shawn Camp,2011,Blue Jays,6,3,67,0,0,66.1,79,3,22,32,36,1,3,0,31,6,5,9,0,292,0,0.41,2.98,4.34,1.45,3.4,53.5,5.2,69.1,4.21,0.332,3.91,1.52,0.03,0.3,1.0,750000.0,750000.0
Takashi Saito,2011,Brewers,4,2,30,0,0,26.2,21,2,9,23,6,0,2,0,6,1,10,2,0,108,2,0.68,3.04,7.76,2.56,13.0,45.9,7.1,88.7,2.03,0.26,3.4,1.13,0.48,0.3,1.0,1750000.0,1750000.0
Todd Coffey,2011,Nationals,5,1,69,0,0,59.2,55,4,20,46,25,0,2,0,24,1,10,3,0,254,1,0.6,3.02,6.94,2.3,10.2,43.6,5.6,72.4,3.62,0.279,3.41,1.26,0.43,0.4,1.0,1300000.0,1300000.0
Aaron Cook,2012,Red Sox,4,11,18,18,1,94.0,117,15,21,20,68,0,0,0,59,1,0,1,1,411,2,1.44,2.01,1.91,0.95,-0.2,58.6,17.9,60.2,5.65,0.28800000000000003,5.45,1.47,-1.99,-0.4,1.0,1500000.0,1500000.0
Aaron Harang,2012,Dodgers,10,10,31,31,0,179.2,167,14,85,131,85,0,0,0,72,4,0,10,0,786,4,0.7,4.26,6.56,1.54,5.9,38.6,6.3,72.3,3.61,0.277,4.14,1.4,-0.33,2.0,2.0,12000000.0,6000000.0
C.J. Wilson,2012,Angels,13,10,34,34,0,202.1,181,19,91,173,102,0,0,1,86,6,0,2,0,865,4,0.85,4.05,7.7,1.9,9.5,50.3,10.8,70.0,3.83,0.281,4.04,1.34,0.2,2.2,5.0,77500000.0,15500000.0
Chien-Ming Wang,2012,Nationals,2,3,10,5,0,32.1,50,5,15,15,24,0,0,0,24,3,0,0,0,158,5,1.39,4.18,4.18,1.0,0.0,52.9,14.3,72.1,6.68,0.375,5.85,2.01,-1.07,-0.4,1.0,4000000.0,4000000.0
Chris Capuano,2012,Dodgers,12,12,33,33,0,198.1,188,25,54,162,91,0,0,0,82,2,0,4,0,817,6,1.13,2.45,7.35,3.0,13.2,40.3,11.1,73.2,3.72,0.284,3.95,1.22,0.06,2.7,2.0,10000000.0,5000000.0
Chris Young,2012,Mets,4,9,20,20,0,115.0,119,16,36,80,58,0,0,0,53,2,0,5,0,493,3,1.25,2.82,6.26,2.22,8.9,22.3,7.7,73.6,4.15,0.287,4.5,1.35,-1.51,1.2,1.0,900000.0,900000.0
Dan Wheeler,2012,Indians,0,0,13,0,0,12.1,17,3,7,2,12,0,0,0,12,0,1,0,0,61,2,2.19,5.11,1.46,0.29,-8.2,44.2,13.6,60.6,8.76,0.28600000000000003,7.64,1.95,-0.28,-0.4,1.0,900000.0,900000.0
Edwin Jackson,2012,Nationals,10,11,31,31,1,189.2,173,23,58,168,90,0,0,0,85,2,0,5,0,790,3,1.09,2.75,7.97,2.9,13.9,47.3,11.7,71.2,4.03,0.278,3.85,1.22,0.49,2.1,1.0,11000000.0,11000000.0
Frank Francisco,2012,Mets,1,3,48,0,0,42.1,47,5,21,47,27,23,3,1,26,0,1,1,0,197,2,1.06,4.46,9.99,2.24,13.2,32.8,10.0,67.2,5.53,0.339,3.9,1.61,-0.32,0.2,2.0,12000000.0,6000000.0
Freddy Garcia,2012,Yankees,7,6,30,17,0,107.1,112,18,35,89,64,0,0,1,62,3,0,2,0,461,10,1.51,2.93,7.46,2.54,11.7,40.2,15.8,68.9,5.2,0.297,4.68,1.37,-1.19,0.8,1.0,4000000.0,4000000.0
Guillermo Mota,2012,Giants,0,1,26,0,0,20.2,24,3,8,24,13,0,1,0,12,2,10,0,0,91,0,1.31,3.48,10.45,3.0,17.6,35.7,15.0,70.5,5.23,0.389,4.11,1.55,-0.49,0.0,1.0,1000000.0,1000000.0
Heath Bell,2012,Marlins,4,5,73,0,0,63.2,70,5,29,59,38,19,8,0,36,2,13,3,0,286,2,0.71,4.1,8.34,2.03,10.5,46.9,8.8,67.0,5.09,0.34,3.72,1.55,-3.02,0.3,3.0,27000000.0,9000000.0
Jamey Wright,2012,Dodgers,5,3,66,0,0,67.2,72,2,30,54,35,0,0,0,28,4,6,7,0,306,2,0.27,3.99,7.18,1.8,7.8,67.3,8.0,68.8,3.72,0.324,3.39,1.51,0.17,0.5,1.0,900000.0,900000.0
Jared Burton,2012,Twins,3,2,64,0,0,62.0,41,5,16,55,21,5,4,0,15,5,18,1,0,245,0,0.73,2.32,7.98,3.44,15.9,48.5,8.6,74.6,2.18,0.22,3.38,0.92,2.41,0.8,1.0,750000.0,750000.0
Jason Isringhausen,2012,Angels,3,2,50,0,0,45.2,44,7,19,31,22,0,5,0,21,0,4,3,0,198,3,1.38,3.74,6.11,1.63,6.1,44.5,13.7,77.1,4.14,0.262,4.98,1.38,-1.12,-0.3,1.0,650000.0,650000.0
Jon Rauch,2012,Mets,3,7,73,0,0,57.2,45,7,12,42,28,4,4,0,23,1,16,2,0,233,1,1.09,1.87,6.55,3.5,12.9,36.6,8.9,62.2,3.59,0.222,3.89,0.99,-0.7,0.4,1.0,3500000.0,3500000.0
Jonathan Broxton,2012,Royals,4,5,60,0,0,58.0,56,2,17,45,18,27,6,0,16,3,10,0,0,238,0,0.31,2.64,6.98,2.65,11.8,53.8,4.9,79.2,2.48,0.316,3.03,1.26,1.47,1.1,1.0,4000000.0,4000000.0
Jonathan Papelbon,2012,Phillies,5,6,70,0,0,70.0,56,8,18,92,22,38,4,0,19,4,0,1,0,284,0,1.03,2.31,11.83,5.11,26.1,41.5,12.1,83.8,2.44,0.29600000000000004,2.89,1.06,1.06,1.4,4.0,50000000.0,12500000.0
Kerry Wood,2012,Cubs,0,2,10,0,0,8.2,8,1,11,6,8,0,2,0,8,0,3,0,0,42,1,1.04,11.42,6.23,0.55,-11.9,41.7,10.0,62.5,8.31,0.292,7.02,2.19,-0.46,-0.3,1.0,3000000.0,3000000.0
LaTroy Hawkins,2012,Angels,2,3,48,0,0,42.0,45,5,13,23,20,1,3,0,17,0,6,1,0,178,0,1.07,2.79,4.93,1.77,5.6,56.8,13.9,74.5,3.64,0.292,4.48,1.38,-0.32,-0.2,1.0,3000000.0,3000000.0
Luis Ayala,2012,Orioles,5,5,66,0,0,75.0,81,7,14,51,27,1,2,0,22,4,11,3,0,320,2,0.84,1.68,6.12,3.64,11.6,49.0,9.0,80.7,2.64,0.303,3.67,1.27,1.12,0.9,1.0,925000.0,925000.0
Mark Buehrle,2012,Marlins,13,13,31,31,1,202.1,197,26,40,125,88,0,0,0,84,4,0,3,0,828,2,1.16,1.78,5.56,3.13,10.3,41.3,11.4,74.8,3.74,0.27,4.18,1.17,0.72,1.5,4.0,58000000.0,14500000.0
Matt Capps,2012,Twins,1,4,30,0,0,29.1,28,5,4,18,13,14,1,0,12,0,0,1,0,120,3,1.53,1.23,5.52,4.5,11.7,41.8,13.2,76.0,3.68,0.247,4.49,1.09,0.27,-0.1,1.0,4500000.0,4500000.0
Miguel Batista,2012,Mets,1,3,35,5,0,52.2,58,6,33,36,30,0,0,0,27,1,0,1,0,244,1,1.03,5.64,6.15,1.09,1.2,46.2,11.3,74.2,4.61,0.31,5.15,1.73,-0.91,-0.3,1.0,750000.0,750000.0
Octavio Dotel,2012,Tigers,5,3,57,0,0,58.0,50,3,12,62,23,1,3,0,23,1,11,4,0,234,2,0.47,1.86,9.62,5.17,21.4,40.0,4.8,68.0,3.57,0.301,2.3,1.07,1.02,1.5,1.0,3000000.0,3000000.0
Takashi Saito,2012,Diamondbacks,0,0,16,0,0,12.0,17,4,5,11,14,0,1,0,9,1,2,1,0,60,1,3.0,3.75,8.25,2.2,10.0,41.5,22.2,51.7,6.75,0.333,7.09,1.83,-0.3,-0.3,1.0,1750000.0,1750000.0
