Name,Yr,Team,G,AB,PA,H_b,1B,2B,3B,HR_b,R_b,RBI,BB_b,IBB_b,SO_b,BB%,K%,BB/K,BABIP_b,HBP_b,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA,W,L,GS,CG,IP,H_p,HR_p,BB_p,SO_p,R_p,SV,BS,BK,ER,HBP_p,HLD,IBB_p,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP_p,FIP,WHIP,Contract Yrs,Total Salary($),Avg Salary($)
Matt Capps,2012,Twins,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.27,1.0,4.0,0.0,0.0,29.1,28.0,5.0,4.0,18.0,13.0,14.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,120.0,3.0,1.53,1.23,5.52,4.5,11.7,41.8,13.2,76.0,3.68,0.247,4.49,1.09,1.0,4500000.0,4500000.0
Michael Cuddyer,2012,Rockies,101,358.0,394.0,93.0,45.0,30.0,2.0,16.0,53.0,58.0,32.0,1.0,78.0,8.1,19.8,0.41,0.287,0.0,4.0,0.0,12.0,8.0,3.0,-6.2,0.229,0.344,9.0,0.26,0.317,0.489,0.8059999999999999,0.5,99.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31500000.0,10500000.0
Miguel Batista,2012,Mets,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.91,1.0,3.0,5.0,0.0,52.2,58.0,6.0,33.0,36.0,30.0,0.0,0.0,0.0,27.0,1.0,0.0,1.0,0.0,244.0,1.0,1.03,5.64,6.15,1.09,1.2,46.2,11.3,74.2,4.61,0.31,5.15,1.73,1.0,750000.0,750000.0
Octavio Dotel,2012,Tigers,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.02,5.0,3.0,0.0,0.0,58.0,50.0,3.0,12.0,62.0,23.0,1.0,3.0,0.0,23.0,1.0,11.0,4.0,0.0,234.0,2.0,0.47,1.86,9.62,5.17,21.4,40.0,4.8,68.0,3.57,0.301,2.3,1.07,1.0,3000000.0,3000000.0
Prince Fielder,2012,Tigers,162,581.0,690.0,182.0,118.0,33.0,1.0,30.0,83.0,108.0,85.0,18.0,84.0,12.3,12.2,1.01,0.321,17.0,7.0,0.0,19.0,1.0,0.0,-12.3,0.215,0.398,46.1,0.313,0.412,0.528,0.94,4.8,153.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,214000000.0,23777777.777777776
Rafael Furcal,2012,Cardinals,121,477.0,531.0,126.0,100.0,18.0,3.0,5.0,69.0,49.0,44.0,1.0,57.0,8.3,10.7,0.77,0.289,1.0,4.0,5.0,7.0,12.0,4.0,-4.2,0.08199999999999999,0.298,-7.2,0.264,0.325,0.34600000000000003,0.6709999999999999,0.6,86.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14000000.0,7000000.0
Ramon Hernandez,2012,Rockies,52,184.0,196.0,40.0,25.0,10.0,0.0,5.0,16.0,28.0,6.0,1.0,32.0,3.1,16.3,0.19,0.235,2.0,2.0,2.0,4.0,0.0,1.0,1.6,0.136,0.258,-8.9,0.217,0.247,0.353,0.601,-0.9,41.0,-2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6400000.0,3200000.0
Ramon Santiago,2012,Tigers,93,228.0,259.0,47.0,37.0,7.0,1.0,2.0,19.0,17.0,20.0,1.0,39.0,7.7,15.1,0.51,0.239,5.0,1.0,5.0,7.0,1.0,0.0,2.7,0.066,0.253,-13.0,0.206,0.28300000000000003,0.272,0.555,-0.3,53.0,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4000000.0,2000000.0
Raul Ibanez,2012,Yankees,130,384.0,425.0,92.0,51.0,19.0,3.0,19.0,50.0,62.0,35.0,5.0,67.0,8.2,15.8,0.52,0.243,4.0,2.0,0.0,14.0,3.0,0.0,-5.3,0.214,0.325,3.4,0.24,0.308,0.453,0.7609999999999999,0.9,102.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000.0,1100000.0
Reed Johnson,2012,Cubs,119,269.0,288.0,78.0,58.0,14.0,3.0,3.0,30.0,20.0,13.0,1.0,61.0,4.5,21.2,0.21,0.366,6.0,0.0,0.0,4.0,2.0,2.0,-4.0,0.108,0.322,1.6,0.29,0.337,0.398,0.735,0.5,100.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1150000.0,1150000.0
Rick Ankiel,2012,Nationals,68,158.0,171.0,36.0,19.0,10.0,2.0,5.0,15.0,15.0,12.0,3.0,59.0,7.0,34.5,0.2,0.33,0.0,0.0,1.0,3.0,1.0,3.0,-1.2,0.184,0.294,-2.9,0.228,0.282,0.411,0.6940000000000001,-0.1,81.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1250000.0,1250000.0
Rod Barajas,2012,Pirates,104,321.0,361.0,66.0,44.0,11.0,0.0,11.0,29.0,31.0,29.0,5.0,69.0,8.0,19.1,0.42,0.224,7.0,4.0,0.0,4.0,0.0,0.0,-0.7,0.13699999999999998,0.272,-12.4,0.206,0.28300000000000003,0.343,0.625,-0.4,70.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4000000.0,4000000.0
Ronny Cedeno,2012,Mets,78,166.0,186.0,43.0,27.0,11.0,1.0,4.0,18.0,22.0,17.0,0.0,35.0,9.1,18.8,0.49,0.307,1.0,0.0,2.0,10.0,0.0,1.0,-1.6,0.151,0.326,1.6,0.259,0.332,0.41,0.741,0.3,108.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1150000.0,1150000.0
Ryan Ludwick,2012,Reds,125,422.0,472.0,116.0,61.0,28.0,1.0,26.0,53.0,80.0,42.0,3.0,97.0,8.9,20.6,0.43,0.299,5.0,2.0,1.0,9.0,0.0,1.0,-9.1,0.256,0.373,22.1,0.275,0.34600000000000003,0.531,0.877,2.6,134.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000.0,3000000.0
Ryan Theriot,2012,Giants,104,352.0,384.0,95.0,78.0,16.0,1.0,0.0,45.0,28.0,24.0,1.0,47.0,6.3,12.2,0.51,0.308,1.0,3.0,4.0,12.0,13.0,5.0,-6.2,0.051,0.28300000000000003,-9.9,0.27,0.316,0.321,0.637,-0.3,81.0,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3300000.0,3300000.0
Scott Hairston,2012,Mets,134,377.0,398.0,99.0,51.0,25.0,3.0,20.0,52.0,57.0,19.0,0.0,83.0,4.8,20.9,0.23,0.287,1.0,1.0,0.0,10.0,8.0,2.0,-7.3,0.241,0.342,8.8,0.263,0.299,0.504,0.8029999999999999,1.5,119.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000.0,1100000.0
Takashi Saito,2012,Diamondbacks,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.0,0.0,12.0,17.0,4.0,5.0,11.0,14.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.0,60.0,1.0,3.0,3.75,8.25,2.2,10.0,41.5,22.2,51.7,6.75,0.333,7.09,1.83,1.0,1750000.0,1750000.0
Todd Coffey,2012,Dodgers,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,1.0,0.0,0.0,0.0,19.1,17.0,1.0,9.0,18.0,11.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,0.0,83.0,1.0,0.47,4.19,8.38,2.0,10.8,61.1,9.1,63.9,4.66,0.302,3.61,1.34,1.0,1300000.0,1300000.0
Willie Bloomquist,2012,Diamondbacks,80,324.0,338.0,98.0,72.0,21.0,5.0,0.0,47.0,23.0,12.0,0.0,55.0,3.6,16.3,0.22,0.362,0.0,2.0,0.0,5.0,7.0,10.0,-3.0,0.096,0.314,-0.2,0.302,0.325,0.398,0.7240000000000001,0.4,92.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3800000.0,1900000.0
Wilson Betemit,2012,Orioles,102,341.0,376.0,89.0,58.0,19.0,0.0,12.0,41.0,40.0,31.0,0.0,103.0,8.2,27.4,0.3,0.336,1.0,3.0,0.0,8.0,0.0,1.0,-6.0,0.161,0.324,2.8,0.261,0.322,0.422,0.7440000000000001,0.6,102.0,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3250000.0,1625000.0
Xavier Nady,2012,Nationals,59,152.0,166.0,28.0,17.0,6.0,1.0,4.0,12.0,13.0,13.0,2.0,37.0,7.8,22.3,0.35,0.21600000000000005,1.0,0.0,0.0,8.0,1.0,0.0,-4.3,0.132,0.248,-9.0,0.184,0.253,0.316,0.569,-0.9,53.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000.0,700000.0
Zach Duke,2012,Nationals,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,1.0,0.0,0.0,0.0,13.2,11.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,2.63,6.59,2.5,10.7,40.0,0.0,86.7,1.32,0.262,2.51,1.1,1.0,900000.0,900000.0
A.J. Pierzynski,2013,Rangers,134,503.0,529.0,137.0,95.0,24.0,1.0,17.0,48.0,70.0,11.0,2.0,76.0,2.1,14.4,0.14,0.28800000000000003,9.0,6.0,0.0,14.0,1.0,1.0,6.6,0.153,0.313,-0.4,0.272,0.297,0.425,0.722,1.4,90.0,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000.0,7500000.0
Adam LaRoche,2013,Nationals,152,511.0,590.0,121.0,79.0,19.0,3.0,20.0,70.0,62.0,72.0,10.0,131.0,12.2,22.2,0.55,0.277,3.0,4.0,0.0,13.0,4.0,1.0,-13.3,0.166,0.321,3.3,0.237,0.332,0.403,0.735,0.6,102.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24000000.0,12000000.0
Alex Gonzalez,2013,Brewers,41,113.0,118.0,20.0,16.0,3.0,0.0,1.0,14.0,8.0,3.0,0.0,26.0,2.5,22.0,0.12,0.218,1.0,1.0,0.0,1.0,0.0,0.0,-2.7,0.053,0.194,-11.1,0.177,0.203,0.23,0.433,-1.0,11.0,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1450000.0,1450000.0
Andres Torres,2013,Giants,103,272.0,300.0,68.0,48.0,17.0,1.0,2.0,33.0,21.0,22.0,1.0,61.0,7.3,20.3,0.36,0.31,0.0,4.0,2.0,7.0,4.0,3.0,3.2,0.092,0.285,-6.9,0.25,0.302,0.342,0.644,0.7,85.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000.0,2000000.0
Andy Pettitte,2013,Yankees,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.42,11.0,11.0,30.0,1.0,185.1,198.0,17.0,48.0,128.0,85.0,0.0,0.0,0.0,77.0,4.0,0.0,1.0,0.0,784.0,6.0,0.83,2.33,6.22,2.67,10.2,46.0,9.1,72.9,3.74,0.308,3.7,1.33,1.0,12000000.0,12000000.0
Angel Pagan,2013,Giants,71,280.0,305.0,79.0,55.0,16.0,3.0,5.0,44.0,30.0,23.0,0.0,36.0,7.5,11.8,0.64,0.307,0.0,2.0,0.0,1.0,9.0,4.0,-3.8,0.132,0.329,3.7,0.282,0.334,0.414,0.7490000000000001,1.4,116.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40000000.0,10000000.0
Anibal Sanchez,2013,Tigers,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,14.0,8.0,29.0,1.0,182.0,156.0,9.0,54.0,202.0,56.0,0.0,0.0,0.0,52.0,2.0,0.0,1.0,1.0,746.0,7.0,0.45,2.67,9.99,3.74,19.8,45.4,5.8,78.2,2.57,0.307,2.39,1.15,5.0,80000000.0,16000000.0
Bartolo Colon,2013,Athletics,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,2.37,18.0,6.0,30.0,3.0,190.1,193.0,14.0,29.0,117.0,60.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,3.0,769.0,1.0,0.66,1.37,5.53,4.03,11.4,41.5,6.0,80.0,2.65,0.294,3.23,1.17,1.0,3000000.0,3000000.0
Brandon Inge,2013,Pirates,50,105.0,110.0,19.0,15.0,3.0,0.0,1.0,5.0,7.0,2.0,0.0,32.0,1.8,29.1,0.06,0.25,1.0,0.0,2.0,2.0,0.0,0.0,2.6,0.057,0.198,-10.0,0.181,0.204,0.238,0.442,-0.4,20.0,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1250000.0,1250000.0
Brandon Lyon,2013,Mets,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-1.47,2.0,2.0,0.0,0.0,34.1,43.0,3.0,13.0,23.0,20.0,0.0,3.0,0.0,19.0,0.0,7.0,3.0,0.0,153.0,1.0,0.79,3.41,6.03,1.77,6.5,38.7,7.3,69.5,4.98,0.35100000000000003,3.98,1.63,1.0,750000.0,750000.0
Brandon McCarthy,2013,Diamondbacks,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,-0.8,5.0,11.0,22.0,2.0,135.0,161.0,13.0,21.0,76.0,71.0,0.0,0.0,1.0,68.0,5.0,0.0,3.0,1.0,577.0,1.0,0.87,1.4,5.07,3.62,9.5,48.2,10.3,68.7,4.53,0.32,3.75,1.35,2.0,15500000.0,7750000.0
Brayan Pena,2013,Tigers,71,229.0,243.0,68.0,53.0,11.0,0.0,4.0,19.0,22.0,6.0,0.0,26.0,2.5,10.7,0.23,0.315,2.0,4.0,2.0,7.0,0.0,2.0,0.6,0.1,0.311,-0.5,0.297,0.315,0.397,0.713,0.1,94.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,875000.0,875000.0
Brett Myers,2013,Indians,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.69,0.0,3.0,3.0,0.0,21.1,29.0,10.0,5.0,12.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,97.0,0.0,4.22,2.11,5.06,2.4,7.2,38.5,29.4,75.0,8.02,0.271,8.72,1.59,1.0,7000000.0,7000000.0
Carlos Pena,2013,Astros,89,280.0,328.0,58.0,36.0,13.0,1.0,8.0,38.0,25.0,43.0,5.0,92.0,13.1,28.0,0.47,0.278,4.0,0.0,1.0,5.0,1.0,3.0,-9.2,0.139,0.298,-4.0,0.207,0.321,0.34600000000000003,0.6679999999999999,-0.5,86.0,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2900000.0,2900000.0
Carlos Villanueva,2013,Cubs,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38,7.0,8.0,15.0,0.0,128.2,117.0,14.0,40.0,103.0,58.0,0.0,1.0,0.0,58.0,3.0,2.0,4.0,0.0,524.0,0.0,0.98,2.8,7.2,2.58,12.0,40.0,9.8,72.7,4.06,0.28300000000000003,3.86,1.22,2.0,10000000.0,5000000.0
Chad Durbin,2013,Phillies,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.39,1.0,0.0,0.0,0.0,16.0,25.0,4.0,9.0,16.0,17.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,81.0,0.0,2.25,5.06,9.0,1.78,8.6,45.5,20.0,59.9,9.0,0.404,5.99,2.13,1.0,1100000.0,1100000.0
Chad Gaudin,2013,Giants,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.31,5.0,2.0,12.0,0.0,97.0,81.0,6.0,40.0,88.0,34.0,0.0,0.0,1.0,33.0,2.0,2.0,3.0,0.0,406.0,5.0,0.56,3.71,8.16,2.2,11.8,38.4,5.8,77.7,3.06,0.278,3.34,1.25,1.0,750000.0,750000.0
Chad Qualls,2013,Marlins,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.91,5.0,2.0,0.0,0.0,62.0,57.0,4.0,19.0,49.0,18.0,0.0,2.0,0.0,18.0,2.0,15.0,7.0,0.0,252.0,1.0,0.58,2.76,7.11,2.58,11.9,63.3,11.4,82.9,2.61,0.298,3.32,1.23,1.0,1150000.0,1150000.0
Chris Volstad,2013,Rockies,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.11,0.0,0.0,0.0,0.0,8.1,19.0,1.0,1.0,3.0,10.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,47.0,0.0,1.08,1.08,3.24,3.0,4.3,41.5,7.7,58.3,10.8,0.45,4.97,2.4,1.0,1500000.0,1500000.0
Chris Young,2013,Athletics,107,335.0,375.0,67.0,34.0,18.0,3.0,12.0,46.0,40.0,36.0,3.0,93.0,9.6,24.8,0.39,0.237,2.0,2.0,0.0,7.0,10.0,3.0,-1.5,0.179,0.289,-7.4,0.2,0.28,0.379,0.659,0.6,82.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000.0,2000000.0
Cody Ransom,2013,Cubs,62,169.0,193.0,32.0,12.0,10.0,1.0,9.0,21.0,20.0,22.0,0.0,62.0,11.4,32.1,0.35,0.235,1.0,0.0,1.0,4.0,0.0,0.0,2.5,0.231,0.311,-0.3,0.189,0.28600000000000003,0.42,0.7070000000000001,0.8,97.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000.0,550000.0
Cody Ross,2013,Diamondbacks,94,317.0,351.0,88.0,62.0,17.0,1.0,8.0,33.0,38.0,25.0,1.0,50.0,7.1,14.2,0.5,0.303,3.0,5.0,1.0,10.0,3.0,2.0,8.9,0.136,0.326,3.4,0.278,0.331,0.413,0.745,1.9,102.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26000000.0,8666666.666666666
Daisuke Matsuzaka,2013,Mets,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.01,3.0,3.0,7.0,0.0,38.2,32.0,4.0,16.0,33.0,21.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,166.0,0.0,0.93,3.72,7.68,2.06,10.2,28.3,7.7,67.5,4.42,0.259,4.32,1.24,1.0,1500000.0,1500000.0
